PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,FULL_ADDRESS,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT
NC040,Smithfield Housing Authority,"801 S 5th St, Smithfield, NC, 27577",(919) 934-9491,(919) 934-1442,director@smithfieldhousingnc.org,(919) 934-9491,(919) 934-1442,Director@smithfieldhousingnc.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,205,205,205,201,0,201,98.05000305,3,205,201,100.0,456825,932365,631768
NC032,Washington Housing Authority,"809 Pennsylvania Ave, Washington, NC, 27889",(252) 946-0061,(252) 975-1279,shannon@wha-nc.org,(252) 644-2368,(252) 975-1279,fscott@wha-nc.org,Standard Performer,MEDIUM HIGH (300-999),374,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,383,382,383,373,218,591,78.18000031,9,756,582,98.48000336,1108580,2048326,1404550
NC077,Williamston Housing Authority,"504 E Main St, Williamston, NC, 27892",(252) 792-7571,(252) 792-3965,exd@williamstonhousingauthority.org,(252) 792-7571,(252) 792-3965,exd@williamstonhousingauthority.org,Standard Performer,MEDIUM LOW (100-299),161,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),3/31,Combined,150,150,150,144,121,265,85.20999908,6,311,275,100.0,357948,703081,0
NC020,Housing Authority of the City of Wilson,"301 Nash St E, Wilson, NC, 27893",(252) 291-2245,(252) 291-0984,kvick@wilsonha.org,(252) 291-2245,,kvick@wilsonha.org,High Performer,MEDIUM HIGH (300-999),778,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",12/31,Combined,617,615,617,510,687,1197,85.93000031,79,1393,1193,99.66000366,1291286,2577552,2079057
MN098,"HRA OF COTTONWOOD, MINNESOTA","425 Prairie St W, Cottonwood, MN, 56229",(507) 423-6495,(507) 423-5699,cottonwoodhra@frontiernet.net,(507) 423-6495,(507) 423-5699,cottonwoodhra@frontiernet.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,40,39,39,36,0,36,92.30999756,3,39,36,100.0,36223,101929,97054
SD017,Parker Housing & Redevelopment Commission,"120 S Main Ave, Parker, SD, 57053",(605) 297-4918,(605) 297-2006,turnvill@iw.net,(605) 229-0180,,rich@goramsolutions.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,28,22,23,21,0,21,95.44999695,1,22,20,95.23999786,15745,36798,48738
KS066,Sedgwick Housing Authority,"211 Hymer Dr, Sedgwick, KS, 67135",(316) 772-5354,(316) 772-5354,SedgwickHA@gmail.com,(316) 772-5354,,SedgwickHA@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,20,20,20,20,0,20,100.0,0,20,20,100.0,23728,44499,0
KS037,Wellington Housing Authority,"400 S C St, Wellington, KS, 67152",(620) 326-5821,(620) 326-5263,wellhous@outlook.com,(620) 326-5821,,wellhous2@outlook.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,100,92,92,86,0,86,93.48000336,6,92,75,87.20999908,98759,261350,186772
NC064,Kings Mountain Housing Authority,"201 McGill Ct, Kings Mountain, NC, 28086",(704) 476-8356,(704) 739-8551,,(704) 739-2816,(704) 739-8551,vwilliams@kingsmountainha.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,250,249,249,241,0,241,96.79000092,8,249,204,84.65000153,280853,626724,0
KS004,Wichita Housing Authority,"455 N Main St, Wichita, KS, 67202",(316) 462-3700,(316) 462-3719,WHA@wichita.gov,(316) 462-3795,(316) 337-9103,sstang@wichita.gov,Standard Performer,MEDIUM LOW (100-299),3395,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,222,222,222,49,2864,2913,80.52999878,98,3617,3069,100.0,634422,947504,1342748
WI098,Park Falls Housing Authority,"1175 3rd Ave S, Park Falls, WI, 54552",(715) 762-2133,(715) 762-4426,pfha@pctcnet.net,(715) 762-2133,(715) 762-4426,pfha@pctcnet.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,35,35,35,35,0,35,100.0,0,35,34,97.13999939,28955,50956,84954
NC015,Housing Authority of the City of Goldsboro,"700 N Jefferson Ave, Goldsboro, NC, 27530",(919) 735-4226,(919) 731-4402,agoodson@hacg.org,(919) 735-4226,(919) 731-4402,agoodson@hacg.org,Standard Performer,"LARGE (1,000-4,999)",298,MEDIUM LOW (100-299),"LARGE (1,000-4,999)",6/30,Combined,1237,1237,1237,1098,193,1291,84.11000061,68,1535,1300,100.0,3437385,6256439,4886822
NE111,Ansley Housing Authority,"nan, Ansley, NE, 68814",(308) 935-1632,(308) 935-9101,artenat@hcha.net,(308) 385-5530,,artenat@hcha.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,20,20,20,18,0,18,90.0,1,20,14,77.77999878,20910,52976,44393
NC063,The New Randleman Housing Authority,"606 S Main St, Randleman, NC, 27317",(336) 498-7686,(336) 498-5502,nrha@northstate.net,(336) 498-7686,(336) 498-5502,nrha@northstate.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,80,80,80,74,0,74,92.5,6,80,73,98.65000153,193057,336118,239570
NC098,The New Reidsville Housing Authority,"924 Third Ave, Reidsville, NC, 27320",(336) 589-6510,(336) 450-1002,njordan@newrha.org,(336) 589-6517,,njordan@newrha.org,Standard Performer,MEDIUM LOW (100-299),226,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,100,99,100,97,173,270,83.06999969,2,325,258,95.55999756,247348,443707,367012
NC035,Sanford Housing Authority,"317 Chatham St, Sanford, NC, 27330",(919) 776-7655,,mthreatt@sha-nc.org,(919) 776-7655,,mthreatt@sha-nc.org,High Performer,MEDIUM LOW (100-299),951,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",9/30,Combined,268,267,268,148,763,911,81.48999786,68,1118,876,96.16000366,391498,805672,0
NC120,Chatham County Housing Authority,"13450 US Highway 64 W, Siler City, NC, 27344",(919) 742-1236,,chathamcountyhousing@embarqmail.com,(919) 742-2277,,n.staton@ccha-nc.org,,,506,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,356,356,70.36000061,0,506,363,100.0,0,0,0
NC029,Star Housing Authority,"233 Center St, Star, NC, 27356",(910) 576-0611,(910) 576-0038,tmshousing@embarqmail.com,(910) 576-0611,(910) 576-0038,jpochis@hotmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,26,26,26,25,0,25,96.15000153,1,26,25,100.0,50831,88474,92433
NC026,Elizabeth City Housing Authority,"440 Hariot Dr, Elizabeth City, NC, 27909",(252) 335-5411,(252) 335-1639,echousing@hotmail.com,(252) 335-5411,(252) 335-1639,echousing@hotmail.com,Standard Performer,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),6/30,Low-Rent,330,330,330,300,0,300,90.91000366,18,330,293,97.66999817,476851,1009144,0
NC085,Ahoskie Housing Authority,"200 Pierce Ave, Ahoskie, NC, 27910",(252) 332-4104,(252) 332-3415,edaha@ncrrbiz.com,(252) 332-4104,,tdudley@ahoskieha.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,100,100,100,99,0,99,99.0,1,100,98,98.98999786,221514,422263,352426
SD010,City of Lennox Housing and Redevelopment Commission,"217 S Pine St, Lennox, SD, 57039",(605) 647-2140,(605) 647-2140,sunrisemanor2017@gmail.com,(605) 647-2140,,sunrisemanor2017@gmail.com,High Performer,VERY SMALL (0-49),35,VERY SMALL (0-49),SMALL (50-99),3/31,Combined,30,29,29,25,31,56,87.5,4,64,56,100.0,31887,59761,46929
SD031,Volga Housing and Redevelopment Commission,"601 Samara Ave, Volga, SD, 57071",(605) 627-5249,(605) 627-5434,aglovjLb@itctel.com,(605) 229-0180,,rich@goramsolutions.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,20,20,20,20,0,20,100.0,0,20,20,100.0,22871,58995,45815
IL065,Clay County Housing Authority,"201 S Locust St, Flora, IL, 62839",(618) 662-5311,(618) 662-5003,ccha@wabash.net,(618) 662-5311,(618) 662-5003,ccha@wabash.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,192,187,187,181,0,181,96.80000305,4,187,181,100.0,238748,472095,519111
IL118,Hamilton County Housing Authority,"606 S Marshall Ave, Mc Leansboro, IL, 62859",(618) 643-3265,(618) 643-3143,hcha@hamiltoncom.net,(618) 643-3265,(618) 643-3143,hcha.ed@hamiltoncom.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,84,77,77,77,0,77,100.0,0,77,76,98.69999695,52352,94838,212768
NC161,Isothermal Planning & Development Commission,"PO Box 841, Rutherfordton, NC, 28139",(828) 351-2373,(828) 748-4023,dstansbury@foothillsregion.org,(828) 351-2373,(828) 748-4023,dstansbury@foothillsregion.org,,,1433,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1006,1006,70.20999908,0,1433,994,98.80000305,0,0,0
KS073,Newton Housing Authority,"105 W 9th St, Newton, KS, 67114",(316) 283-8500,(316) 283-8547,jcolberg@newtonha.com,(316) 283-8500,,jcolberg@newtonha.com,High Performer,MEDIUM LOW (100-299),86,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,136,136,136,107,74,181,81.52999878,16,222,172,95.02999878,175819,363255,245010
KS015,North Newton Housing Authority,"307 W 24th St, North Newton, KS, 67117",(316) 283-8731,(316) 283-4466,wheatlandhomes@nnhousing.org,(316) 283-8731,(316) 283-4466,wheatlandhomes@nnhousing.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,62,62,62,59,0,59,95.16999817,3,62,59,100.0,60323,133882,107854
MN206,Housing & Redevelopment Authority Of Dodge Center,"111 2nd St SW, Dodge Center, MN, 55927",(507) 374-2697,(507) 374-2787,hestate@kmtel.com,(507) 374-2697,(507) 374-2787,hestate@kmtel.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,38,38,38,36,0,36,94.73000336,0,38,36,100.0,9739,31821,90986
NE110,Gibbon Housing Agency,"413 1st St, Gibbon, NE, 68840",(308) 234-3000,(308) 237-3113,director@kearneyhousingagency.com,(308) 234-3000,(308) 237-3113,director@kearneyhousingagency.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,40,40,40,40,0,40,100.0,0,40,40,100.0,46250,93568,0
NC155,"Franklin-Vance-Warren Opportunity, Inc.","180 S Beckford Dr, Henderson, NC, 27536",(252) 492-0161,(252) 492-6250,feliciacoleman@fvwopp.com,(252) 492-0161,(252) 492-6250,abdulsmrasheed@fvwopp.com,,,586,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,416,416,70.98999786,0,586,433,100.0,0,0,0
NC174,Vance County Housing Authority,"224 Lincoln St, Henderson, NC, 27536",(252) 438-6127,(252) 438-6128,vcha.bhawkins@gmail.com,(252) 438-6127,(252) 438-6128,vcha.bhawkins@gmail.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,75,75,75,75,0,75,100.0,0,75,75,100.0,126230,228322,275851
NC071,Thomasville Housing Authority,"201 James Ave, Thomasville, NC, 27360",(336) 475-6137,(336) 475-1671,rsteele@thomasvilleha.org,(336) 475-6137,(336) 475-4105,rsteele@thomasvilleha.org,Standard Performer,MEDIUM LOW (100-299),104,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,260,259,260,246,69,315,86.77999878,12,363,315,100.0,558603,1148084,824106
IL116,McHenry County Housing Authority,"1125 Mitchell Ct, Crystal Lake, IL, 60014",(815) 338-7752,(815) 526-3151,kulbrich@mchenrycountyhousing.org,(815) 338-7752,(815) 338-1217,kulbrich@mchenrycountyhousing.org,Substandard Financial,VERY SMALL (0-49),1001,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,22,22,22,21,802,823,80.44999695,1,1023,827,100.0,56376,117460,69790
NC160,Caswell County Housing Assistance Program,"PO Box 577, Yanceyville, NC, 27379",(336) 694-9318,(336) 694-9321,sshumaker@caswellcountync.gov,(336) 694-9318,(336) 694-9321,sshumaker@caswellcountync.gov,,,271,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,201,201,74.16999817,0,271,198,98.5,0,0,0
NC011,Housing Authority of the City of Greensboro,"450 N Church St, Greensboro, NC, 27401",(336) 275-8501,(336) 378-1307,jcox@gha-nc.org,(336) 303-3116,(336) 378-1307,jcox@gha-nc.org,High Performer,MEDIUM HIGH (300-999),5264,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,585,583,389,273,4045,4309,76.34999847,55,5643,4265,98.98000336,1069340,2373166,1676908
NC145,"Economic Improvement Council, Inc.","712 Virginia Rd, Edenton, NC, 27932",(252) 482-4458,(252) 482-0328,,(252) 482-4458,(252) 337-4575,Dr.Landon.Mason@eicca.org,,,1603,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1037,1037,64.69000244,0,1603,993,95.76000214,0,0,0
NC118,Roanoke-Chowan Regional Housing Authority,"205 Tinsley Way, Gaston, NC, 27832",(252) 537-1051,(252) 537-6256,tlindsey@rcrha.org,(252) 537-1051,(252) 537-6256,tlindsey@rcrha.org,Standard Performer,MEDIUM HIGH (300-999),888,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",6/30,Combined,378,377,378,333,555,888,70.19000244,44,1265,893,100.0,1032515,2566390,1368330
NC088,Belmont Housing Authority,"51 Flowers Ct, Belmont, NC, 28012",(704) 825-9376,,e.d.bobo@bhanc.org,(704) 825-9376,,e.d.bobo@bhanc.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,50,50,50,50,0,50,100.0,0,50,50,100.0,138626,265693,173448
NE027,Clarkson Housing Authority,"218 Czech Dr, Clarkson, NE, 68629",(402) 892-3416,(402) 892-3263,clarksonha@hotmail.com,(402) 892-3416,(402) 892-3263,clarksonha@hotmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,30,23,23,23,0,23,100.0,0,23,23,100.0,51730,116491,59174
NE025,David City Housing Authority,"1125 N 3rd St, David City, NE, 68632",(402) 367-3587,(402) 367-3641,davidcityhane@gmail.com,(402) 367-3587,(402) 367-3641,davidcityhane@gmail.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,57,54,54,52,0,52,96.29000092,2,54,52,100.0,39308,92602,134085
NC084,Robeson County Housing Authority,"100 Oxendine Cir, Lumberton, NC, 28360",(910) 738-4866,(910) 738-4867,,(910) 738-4866,,njcooper@robesonha.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,290,290,290,278,0,278,95.86000061,12,290,278,100.0,636342,1195869,1097444
NE059,St. Edward Housing Authority,"1002 Water St, Saint Edward, NE, 68660",(402) 678-2288,(402) 678-2319,seha@gpcom.net,(402) 678-2288,(402) 678-2319,seha@gpcom.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,20,15,15,15,0,15,100.0,0,15,15,100.0,24203,50151,36437
NE023,Schuyler Housing Authority,"712 F St, Schuyler, NE, 68661",(402) 352-2431,(402) 352-3480,hauthority1001@qwestoffice.net,(402) 352-2431,(402) 352-3480,patti@schuylerha.com,Substandard Financial,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,59,58,58,53,0,53,91.37999725,5,58,22,41.50999832,107024,179889,140274
WI059,Woodville Housing Authority,"240 S Church St, Woodville, WI, 54028",(715) 698-2487,(715) 698-2043,,(715) 698-2487,(715) 698-2043,wdvlhous@baldwin-telecom.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,26,26,26,26,0,26,100.0,0,26,26,100.0,18417,44361,45830
NC009,Fayetteville Metropolitan Housing Authority,"1000 Ramsey St, Fayetteville, NC, 28301",(910) 483-3648,(910) 483-4129,faymetha@fmhanc.org,(910) 483-3648,(910) 483-4129,dweeks@fmhanc.org,High Performer,MEDIUM HIGH (300-999),2109,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,1196,1196,801,765,1878,2643,90.83000183,18,2910,2787,100.0,2031724,3532046,2686948
NC073,Oxford Housing Authority,"101 Hillside Dr, Oxford, NC, 27565",(919) 693-6936,(919) 693-3216,oxfordpha@nc.rr.com,(919) 693-6936,(919) 693-3216,xavierlw@aol.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,282,277,282,267,0,267,96.38999939,10,277,267,100.0,462782,959634,0
NC060,Roxboro Housing Authority,"500 Mount Bethel Church Rd, Roxboro, NC, 27573",(336) 599-8616,(336) 599-8622,flewis@roxboroha.com,(336) 504-4026,,flewis@roxboroha.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,210,208,210,201,0,201,96.63999939,7,208,201,100.0,557741,1309813,760400
NC036,Selma Housing Authority,"711 E Lizzie St, Selma, NC, 27576",(919) 965-3755,(919) 965-4104,melody@selmahousing.org,(919) 965-3755,(919) 965-4104,melody@selmahousing.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,183,183,183,182,0,182,99.44999695,1,183,182,100.0,438451,795789,535932
KS030,Blue Rapids Housing Authority,"504 E 5th St, Blue Rapids, KS, 66411",(785) 363-7711,(785) 363-7711,brha@bluevalley.net,(785) 363-7711,(785) 363-7711,brha@bluevalley.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,20,20,20,17,0,17,85.0,3,20,17,100.0,14271,31621,43236
NC089,Bladenboro Housing Authority,"706 Chestnut St, Bladenboro, NC, 28320",(910) 863-4919,(910) 863-3000,btatum@bladenhousing.org,(910) 863-4919,,btatum@bladenhousing.org,Standard Performer,SMALL (50-99),232,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,76,75,76,67,147,214,69.70999908,7,307,187,87.37999725,139373,279605,289390
NC176,Bladen Housing Authority,"706 Chestnut St, Bladenboro, NC, 28320",(910) 863-4919,(910) 863-3000,btatum@bladenhousing.org,(910) 863-4919,,btatum@bladenhousing.org,,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,78,78,78,65,0,65,83.33000183,13,78,64,98.45999908,165977,274915,289157
KS168,"NEK-CAP, Inc.","1260 220th St, Hiawatha, KS, 66434",(785) 742-2222,(785) 742-2164,housing@nekcap.org,(785) 742-2222,,housing@nekcap.org,,,181,MEDIUM LOW (100-299),MEDIUM LOW (100-299),3/31,Section 8,0,0,0,0,144,144,79.55999756,0,181,136,94.44999695,0,0,0
NC061,Housing Authority of the Town of Beaufort,"716 Mulberry St, Beaufort, NC, 28516",(252) 728-3226,,rachel@beauforthousingnc.com,(252) 776-0774,,rachel@beauforthousingnc.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,100,100,100,98,0,98,98.0,1,100,98,100.0,207279,320856,332431
NC134,Town of East Spencer Housing Authority,"206 S Long St, East Spencer, NC, 28039",(704) 637-2284,(704) 637-7553,kirstonfitzgerald@gmail.com,(704) 637-2284,,kirstonfitzgerald@gmail.com,,,243,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,199,199,81.88999939,0,243,193,96.98000336,0,0,0
NC095,Forest City Housing Authority,"147 E Spruce St, Forest City, NC, 28043",(828) 245-1390,(828) 245-5072,mdriver@forestcityhousingauthority.com,(828) 245-1390,(828) 245-5072,mdriver@forestcityhousingauthority.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,151,149,151,144,0,144,96.65000153,5,149,144,100.0,338577,581344,561463
NC057,Gastonia Housing Authority,"340 E Long Ave, Gastonia, NC, 28054",(704) 864-6771,(704) 861-8545,t.h.sanford@ghanc.org,(704) 349-5120,(704) 867-3587,t.h.sanford@ghanc.org,High Performer,VERY SMALL (0-49),1749,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,0,0,0,0,1430,1430,81.75,0,1749,1474,100.0,1582930,1582930,217283
NE017,Stromsburg Housing Authority,"517 E 7th St Apt 100, Stromsburg, NE, 68666",(402) 764-6521,(402) 367-3641,stromsburghane@gmail.com,(402) 764-6521,(402) 367-3641,stromsburghane@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,36,31,31,29,0,29,93.55000305,2,31,29,100.0,63637,104451,75488
NE157,Norfolk Housing Agency,"1310 W Norfolk Ave Ste D, Norfolk, NE, 68701",(402) 844-2080,(402) 844-2089,rheinemann@norfolkne.gov,(402) 844-2080,(402) 844-2089,rheinemann@norfolkne.gov,,,258,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,193,193,74.80999756,0,258,190,98.44000244,0,0,0
MN117,"HRA OF GILBERT, MINNESOTA","120 W Ohio Ave, Gilbert, MN, 55741",(218) 741-0398,(218) 741-8521,glbertha@uslink.net,(218) 741-0398,(218) 741-8521,glbertha@uslink.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,49,49,49,46,0,46,93.87999725,2,49,46,100.0,25115,63898,77185
NE181,Goldenrod Regional Housing Agency,"1017 Avenue E, Wisner, NE, 68791",(402) 529-6278,(402) 529-6478,grhadir@gpcom.net,(402) 529-6278,(402) 529-6478,grhadir@gpcom.net,,,215,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Section 8,0,0,0,0,125,125,58.13999939,0,215,124,99.19999695,0,0,0
NE003,Hall County Housing Authority,"1834 W 7th St, Grand Island, NE, 68803",(308) 385-5530,(308) 385-5533,artenat@hcha.net,(308) 385-5530,,artenat@hcha.net,Standard Performer,MEDIUM HIGH (300-999),505,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,395,394,394,347,420,767,85.31999969,35,899,749,97.65000153,457401,842985,1055578
PA033,HOUSING AUTHORITY OF THE CITY OF MEADVILLE,"1120 Market St, Meadville, PA, 16335",(814) 336-3177,(814) 333-2833,hacm@meadvillehousing.org,(814) 336-3177,(814) 333-2833,hacm@meadvillehousing.org,Standard Performer,MEDIUM HIGH (300-999),185,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),3/31,Combined,349,347,347,277,189,466,87.58999634,1,532,447,95.91999817,603164,1122688,1059821
PA058,TITUSVILLE HOUSING AUTHORITY,"217 E Central Ave Apt 107, Titusville, PA, 16354",(814) 827-3732,(814) 827-4847,avroman@titusvillehousing.com,(814) 827-3732,(814) 827-4847,avroman@titusvillehousing.com,High Performer,MEDIUM LOW (100-299),126,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,158,151,153,148,106,254,91.69999695,3,277,249,98.02999878,167185,331385,475904
VA016,Charlottesville Redev & Housing Authority,"500 1st St S, Charlottesville, VA, 22902",(434) 326-4672,(434) 971-4797,salesj@cvillerha.com,(434) 422-9297,,salesj@cvillerha.com,Standard Performer,MEDIUM HIGH (300-999),677,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",3/31,Combined,410,410,337,241,597,838,82.63999939,31,1014,822,98.08999634,716777,1843979,2917546
VA036,County of Albemarle/Office of Housing,"1600 5th St, Charlottesville, VA, 22902",(434) 296-5832,(434) 293-0281,spethia@albemarle.org,(434) 972-4011,,kdimock@albemarle.org,,,540,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,346,346,64.06999969,0,540,402,100.0,0,0,0
NC021,Housing Authority of the County of Wake,"100 Shannon Dr, Zebulon, NC, 27597",(919) 269-6404,(919) 269-2196,dfagan@hacwnc.org,(919) 269-6404,(919) 269-5020,dfagan@hacwnc.org,Standard Performer,MEDIUM HIGH (300-999),595,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,345,340,345,291,426,717,76.69000244,49,935,781,100.0,1040891,1762239,1206533
NC901,North Carolina Commission of Indian Affairs,"116 W Jones St, Raleigh, NC, 27603",(984) 236-0160,(984) 236-0185,cia.hcv@doa.nc.gov,(919) 807-4440,,greg.richardson@doa.nc.gov,,,997,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,688,688,69.01000214,0,997,296,43.02000046,0,0,0
NC002,Housing Authority of the City of Raleigh,"900 Haynes St, Raleigh, NC, 27604",(919) 831-8300,(919) 831-6160,info@rhaonline.com,(919) 508-1301,(919) 831-6160,ashleyflj@rhanc.gov,High Performer,"LARGE (1,000-4,999)",4235,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",3/31,Combined,1261,1242,1248,1041,4193,5234,96.37000275,74,5431,5346,100.0,2565873,4692780,0
NC008,Housing Authority of the City of Concord,"283 Harold Goodman Cir SW, Concord, NC, 28025",(704) 920-6109,(704) 920-6960,robinsond@concordnc.gov,(704) 920-6109,,robinsond@concordnc.gov,Standard Performer,MEDIUM LOW (100-299),569,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,174,174,174,139,473,612,82.37000275,29,743,635,100.0,528491,971742,491368
NC070,Lincolnton Housing Authority,"806 McBee St, Lincolnton, NC, 28092",(704) 735-2221,(704) 735-4858,,(704) 735-6066,(704) 735-4858,bb2022@bellsouth.net,High Performer,MEDIUM LOW (100-299),275,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),9/30,Combined,250,248,249,206,198,404,77.25,30,523,402,99.5,491002,920910,891834
